Entry	Gene names	Organism	Gene ontology IDs
O67715	kch aq_1863	Aquifex aeolicus (strain VF5)	GO:0005249; GO:0008076; GO:0016021; GO:0071805
Q58564	MJ1164	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	GO:0003700; GO:0006351; GO:0043565
A0A1M6RLR8	miaB SAMN05444391_0697	Thermocrinis minervae	GO:0005737; GO:0006400; GO:0016740; GO:0046872; GO:0051539
W0DH66	nuoB THERU_05460	Thermocrinis ruber	GO:0005506; GO:0005886; GO:0006810; GO:0008137; GO:0048038; GO:0051539
A0A1M6SBM7	SAMN05444391_0960	Thermocrinis minervae	GO:0016021
O29605	top6B AF_0652	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0003677; GO:0003918; GO:0005524; GO:0006265
O28421	AF_1858	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0005623; GO:0016491; GO:0045454; GO:0050660
O66818	aq_539	Aquifex aeolicus (strain VF5)	GO:0005886; GO:0016021
W0DB82	THERU_02640	Thermocrinis ruber	GO:0016491
Q9WXM1	TM_0006	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	GO:0016855; GO:0016998; GO:0046872; GO:0071555
Q58235	MJ0825	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	GO:0003755
O29333	pyrF AF_0929	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0004590; GO:0006207; GO:0044205
Q9WYS4	TM_0443	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	GO:0005975; GO:0016301; GO:0016773
O29677	AF_0578	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0004177; GO:0016021
O29028	trpB2 AF_1240	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0004834; GO:0030170
O28526	AF_1748	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	
A0A1M6SBY3	SAMN05444391_0969	Thermocrinis minervae	GO:0016021; GO:0016614; GO:0050660
Q58471	MJ1071	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	
P54031	rps27ae MJ0393	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	GO:0003735; GO:0005840; GO:0006412; GO:0046872
M1IZE5	csl4 SacRon12I_00825	Sulfolobus acidocaldarius Ron12/I	GO:0000178; GO:0003676; GO:0005737; GO:0006396; GO:0006401; GO:0008270
W0DBW8	THERU_04305	Thermocrinis ruber	GO:0005975; GO:0016787
A0A1M6R5M2	SAMN05444391_0521	Thermocrinis minervae	GO:0005886; GO:0016021; GO:0055085
A0A1M6S0S9	rplX SAMN05444391_0834	Thermocrinis minervae	GO:0003735; GO:0005840; GO:0006412; GO:0019843
A0A1M6QN06	SAMN05444391_0305	Thermocrinis minervae	GO:0005737; GO:0047429
W0DEP2	THERU_00475	Thermocrinis ruber	GO:0003677; GO:0006351; GO:0006355
O67836	flgG1 aq_2051	Aquifex aeolicus (strain VF5)	GO:0009424; GO:0030694; GO:0071978
W0DFT3	THERU_02510	Thermocrinis ruber	GO:0008137; GO:0016021; GO:0042773
E3GWX5	Mfer_0060	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	GO:0005524; GO:0016887
Q58398	MJ0991	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	
A0A1M6QV95	SAMN05444391_0404	Thermocrinis minervae	GO:0004252; GO:0016021
O29837	AF_0410	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0000155; GO:0005622; GO:0006355
A0A0F6AMF4	TRQ2_1483	Thermotoga sp. (strain RQ2)	GO:0004222; GO:0046872
A0A1M6QHB6	SAMN05444391_0238	Thermocrinis minervae	
A0A101DDR1	XD40_1127 XD48_1692	Archaeoglobus fulgidus	GO:0016021
W0DDS8	secE THERU_07265	Thermocrinis ruber	GO:0005622; GO:0005886; GO:0006605; GO:0009306; GO:0015450; GO:0016021; GO:0043952; GO:0065002
Q9X1L4	menA TM_1528	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	GO:0004659; GO:0005887; GO:0009234; GO:0032194; GO:0042371; GO:0046428
E3GXY9	aroA Mfer_0369	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	GO:0003866; GO:0005737; GO:0009073; GO:0009423
A0A117KLY5	XD40_1416 XD48_1091	Archaeoglobus fulgidus	GO:0006814; GO:0016021; GO:0016829
P56510	Mfer_0536	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	GO:0005886; GO:0016021
E3GWK8	Mfer_0018	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	
O67095	mbhS2 aq_965	Aquifex aeolicus (strain VF5)	GO:0008901; GO:0009375; GO:0046872; GO:0051538; GO:0051539
O66925	hyuA aq_708	Aquifex aeolicus (strain VF5)	GO:0016787
E3GX38	atpE Mfer_1247	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	GO:0005524; GO:0015991; GO:0033178; GO:0042777; GO:0046933; GO:0046961
E3GYD0	Mfer_0512	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	GO:0003824
O29727	AF_0523	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0005886; GO:0016021
A0A1M6QJR7	SAMN05444391_0266	Thermocrinis minervae	GO:0004527
M1J050	pan SacRon12I_03160	Sulfolobus acidocaldarius Ron12/I	GO:0005524; GO:0005737; GO:0010498; GO:0016887; GO:0022623; GO:0043335
A0A075WG55	AFULGI_00020320	Archaeoglobus fulgidus DSM 8774	GO:0008233; GO:0016021
M1IZD4	SacRon12I_01540	Sulfolobus acidocaldarius Ron12/I	
Q4JBK1	cobQ Saci_0413	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	GO:0006541; GO:0009236; GO:0015420
Q58664	livF MJ1268	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	GO:0005524; GO:0006865; GO:0016887
Q9X1E0	TM_1423	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	GO:0003824
E3GZE1	rpl15 Mfer_0875	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	GO:0003735; GO:0006412; GO:0015934; GO:0019843
O67404	aq_1404	Aquifex aeolicus (strain VF5)	
Q9X0N2	TM_1148	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	GO:0004450; GO:0006099; GO:0006102; GO:0046872
Q58448	fusA fus MJ1048	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	GO:0003746; GO:0003924; GO:0005525; GO:0005737
G4FGF4	folD Tmari_1776	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	GO:0000105; GO:0004477; GO:0004488; GO:0006164; GO:0009086; GO:0009396; GO:0035999
O67753	coaX aq_1924	Aquifex aeolicus (strain VF5)	GO:0004594; GO:0005524; GO:0005737; GO:0015937
E3GWG0	Mfer_1139	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	
O67580	accC1 aq_1664	Aquifex aeolicus (strain VF5)	GO:0004075; GO:0005524; GO:0046872
A0A1M6Q1T2	SAMN05444391_0044	Thermocrinis minervae	
O29994	AF_0245	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0003700; GO:0046914; GO:0046983
A0A1M6TF61	ubiX SAMN05444391_1432	Thermocrinis minervae	GO:0004659; GO:0051188
O67829	atpG aq_2041	Aquifex aeolicus (strain VF5)	GO:0005886; GO:0015986; GO:0045261; GO:0046933
E3GZ94	Mfer_0827	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	GO:0003677; GO:0003899; GO:0006351
E3GWB9	Mfer_1090	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	
A0A1M6S1R3	SAMN05444391_0849	Thermocrinis minervae	GO:0005887; GO:0042626; GO:0043190
Q9X1X9	TM_1646	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	
Q4JC24	Saci_0238	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	GO:0016491
A0A1M6TNY1	nuoI SAMN05444391_1536	Thermocrinis minervae	GO:0005506; GO:0005886; GO:0048038; GO:0050136; GO:0051539
M1IWP2	SacN8_08295	Sulfolobus acidocaldarius N8	GO:0005623; GO:0016152; GO:0016668; GO:0045340; GO:0045454; GO:0050660; GO:0050661; GO:0050787
A0A1M6TN12	nuoK SAMN05444391_1529	Thermocrinis minervae	GO:0005886; GO:0006810; GO:0016021; GO:0042773; GO:0048038; GO:0050136
O28510	AF_1764	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0004132; GO:0006220; GO:0008270
M1J4E7	SacRon12I_10515	Sulfolobus acidocaldarius Ron12/I	GO:0008643; GO:0016021; GO:0055085
W0DIP3	THERU_05750	Thermocrinis ruber	GO:0016021
A0A1M6Q9Q4	SAMN05444391_0140	Thermocrinis minervae	GO:0005524; GO:0016887; GO:0046872; GO:0051536
Q4J7G3	Saci_1965	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	GO:0016491
A0A075WMH1	AFULGI_00019880	Archaeoglobus fulgidus DSM 8774	GO:0003824
W0DF85	THERU_03590	Thermocrinis ruber	GO:0016021
Q9WXZ4	rsfS TM_0147	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	GO:0005737; GO:0017148; GO:0042256; GO:0043023; GO:0090071
Q57570	MJ0106	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	GO:0005886; GO:0016021
M1IZR7	SacRon12I_02240	Sulfolobus acidocaldarius Ron12/I	GO:0004632; GO:0004633; GO:0010181; GO:0015937; GO:0015941
O67944	aq_2203	Aquifex aeolicus (strain VF5)	GO:0006281; GO:0006310
W0DBN5	guaA THERU_03700	Thermocrinis ruber	GO:0003922; GO:0005524; GO:0006177; GO:0006541; GO:0016462
E3GXF0	Mfer_0179	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	GO:0004647; GO:0006564
Q57812	MJ0366	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	GO:0006355
A0A1M6S041	rplF SAMN05444391_0830	Thermocrinis minervae	GO:0003735; GO:0005840; GO:0006412; GO:0019843
G4FFQ4	lysA Tmari_1525	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	GO:0008836; GO:0009089; GO:0030170
A0A1M6TIX3	SAMN05444391_1481	Thermocrinis minervae	GO:0000049; GO:0004825; GO:0005524; GO:0005737; GO:0006431
Q9WYM4	TM_0393	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	
E3GYV0	Mfer_0683	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	GO:0016740
A0A1M6THY3	SAMN05444391_1470	Thermocrinis minervae	GO:0003677; GO:0006351; GO:0006355
G4FFG4	Tmari_1435	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	GO:0005215; GO:0016021
O29334	AF_0928	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0008152; GO:0016787
Q49174	mrtA mcrIIA Mfer_0734	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	GO:0015948; GO:0046872; GO:0050524
W0DBH9	purH THERU_01820	Thermocrinis ruber	GO:0003937; GO:0004643; GO:0006189
W0DH77	rnhB THERU_06570	Thermocrinis ruber	GO:0003723; GO:0004523; GO:0005737; GO:0006401; GO:0030145
A0A1M6RFE0	SAMN05444391_0629	Thermocrinis minervae	GO:0000271; GO:0003979; GO:0051287
Q58597	thrS MJ1197	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	GO:0004829; GO:0005524; GO:0005737; GO:0006435; GO:0008270
A5ILW4	Tpet_1173	Thermotoga petrophila (strain RKU-1 / ATCC BAA-488 / DSM 13995)	
B9KA14	CTN_1621	Thermotoga neapolitana (strain ATCC 49049 / DSM 4359 / NS-E)	GO:0005215; GO:0005886; GO:0016021
Q58632	rbcL MJ1235	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	GO:0000287; GO:0015977; GO:0016491; GO:0016984
M1ISC1	thiC SacN8_00650	Sulfolobus acidocaldarius N8	GO:0008270; GO:0009228; GO:0009229; GO:0016829; GO:0051539
O66830	aq_555	Aquifex aeolicus (strain VF5)	GO:0016021
A0A0U3GLH8	ATY89_06505 ATZ20_09530	Sulfolobus acidocaldarius	GO:0016021
M1J144	SacRon12I_10580	Sulfolobus acidocaldarius Ron12/I	GO:0016021
O30228	AF_0007	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0004853; GO:0006779
Q58011	MJ0592	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	GO:0042256
A0A117KTN2	XD48_2444	Archaeoglobus fulgidus	
A0A1M6S6P8	rpmI SAMN05444391_0903	Thermocrinis minervae	GO:0003735; GO:0005840; GO:0006412
A0A1M6T6N2	SAMN05444391_1321	Thermocrinis minervae	
Q9X0P1	TM_1157	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	GO:0016021
W0DGE5	THERU_03825	Thermocrinis ruber	GO:0004077; GO:0006464
O30322	AF_2347	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0003676; GO:0008168
A0A1M6QTW1	SAMN05444391_0391	Thermocrinis minervae	
Q9WY41	TM_0198	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	GO:0005524; GO:0008233
Q58091	MJ0678	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	GO:0005886; GO:0016021
O28174	ribK AF_2106	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0000166; GO:0006355; GO:0008531; GO:0009231; GO:0009398; GO:0043565; GO:0046872
P60819	selD MJ1591	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	GO:0004756; GO:0005524; GO:0016260
O67458	aq_1482	Aquifex aeolicus (strain VF5)	GO:0005737; GO:0008080
O28205	thiE AF_2074	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0004789; GO:0009228; GO:0009229; GO:0046872
Q9HH09	glnA Saci_1483	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	GO:0004356; GO:0005524; GO:0005737; GO:0006542; GO:0009399; GO:0046872
E3GWW6	purD Mfer_0051	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	GO:0004637; GO:0005524; GO:0006189; GO:0009113; GO:0046872
Q9X0Q3	TM_1171	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	GO:0003677; GO:0006351; GO:0006355
E3GZL0	Mfer_0945	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	
A0A1M6RUS2	SAMN05444391_0774	Thermocrinis minervae	GO:0003677; GO:0006304; GO:0008168
E3GZ25	Mfer_0758	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	GO:0016740
O28485	AF_1789	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0009116; GO:0016757
B1LBK0	TRQ2_1354	Thermotoga sp. (strain RQ2)	GO:0005886
W0DIV4	THERU_04070	Thermocrinis ruber	GO:0016021
G4FHZ2	Tmari_0430	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	GO:0000272; GO:0005576; GO:0016829
O67117	pncA aq_994	Aquifex aeolicus (strain VF5)	GO:0003824; GO:0008152
Q9X1D2	TM_1412	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	
M1J540	SacN8_05145	Sulfolobus acidocaldarius N8	GO:0016021
O29024	AF_1244	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0006813; GO:0008324
E3GVY1	Mfer_0949	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	
Q58774	MJ1379	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	GO:0016779
W0DHE0	THERU_05945	Thermocrinis ruber	GO:0002161; GO:0004823; GO:0005524; GO:0006429
E3GWV9	Mfer_1242	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	GO:0000049; GO:0002098; GO:0034227
W0DG68	THERU_04355	Thermocrinis ruber	
O67785	mtnD aq_1975	Aquifex aeolicus (strain VF5)	GO:0005506; GO:0006555; GO:0010308; GO:0010309; GO:0016151; GO:0019284; GO:0019509
W0DID5	THERU_01985	Thermocrinis ruber	GO:0016021
A0A075WDQ4	AFULGI_00010440	Archaeoglobus fulgidus DSM 8774	GO:0004355
E3GVY5	purE Mfer_0954	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	GO:0006189; GO:0016829; GO:0034023
W0DB19	dapL THERU_02265	Thermocrinis ruber	GO:0010285; GO:0030170; GO:0033362
Q9S5X2	TM_0767	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	GO:0005975; GO:0016740
O29938	AF_0304	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	
O67207	czcB1 aq_1132	Aquifex aeolicus (strain VF5)	GO:0016020; GO:0030001; GO:0030288; GO:0046873; GO:0046914
M1IZ71	SacRon12I_01315	Sulfolobus acidocaldarius Ron12/I	GO:0003676
A0A1M6R089	SAMN05444391_0467	Thermocrinis minervae	GO:0015969; GO:0016301; GO:0016597; GO:0016787
Q58818	MJ1423	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	GO:0016491
A0A1M6T0F1	recA SAMN05444391_1245	Thermocrinis minervae	GO:0003684; GO:0003697; GO:0005524; GO:0005737; GO:0006281; GO:0006310; GO:0008094; GO:0009432
M1JFQ7	SacRon12I_11330	Sulfolobus acidocaldarius Ron12/I	
O30280	AF_2391	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	
A0A1M6RWG9	SAMN05444391_0791	Thermocrinis minervae	GO:0005315; GO:0005887; GO:0035435
M1J124	SacRon12I_10480	Sulfolobus acidocaldarius Ron12/I	
O28105	trm14 AF_2178	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0003723; GO:0005737; GO:0008033; GO:0008168
Q4JB13	Saci_0624	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	
Q57815	top6A MJ0369	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	GO:0000737; GO:0003677; GO:0003918; GO:0005524; GO:0005694; GO:0006265; GO:0016889; GO:0046872
O67154	pstB aq_1055	Aquifex aeolicus (strain VF5)	GO:0005315; GO:0005524; GO:0005886; GO:0015415
M1IZA2	tmcA SacRon12I_00600	Sulfolobus acidocaldarius Ron12/I	GO:0000049; GO:0002101; GO:0005524; GO:0005737; GO:0051391; GO:0051392
O29832	AF_0415	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	
O67284	aq_1239	Aquifex aeolicus (strain VF5)	
O28346	AF_1933	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	
E3GZE2	secY Mfer_0876	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	GO:0005622; GO:0005886; GO:0006605; GO:0016021; GO:0065002
E3GYU0	Mfer_0673	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	
O30033	csl4 AF_0206	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0000178; GO:0003723; GO:0005737; GO:0006396; GO:0046872
O67752	aq_1923	Aquifex aeolicus (strain VF5)	
Q4JCD5	Saci_0120	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	GO:0018738; GO:0046294
O29041	AF_1227	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	
Q57915	MJ0492	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	GO:0016021
Q58406	hisS MJ1000	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	GO:0000105; GO:0004821; GO:0005524; GO:0005737; GO:0006427
M1IB35	SacRon12I_03680	Sulfolobus acidocaldarius Ron12/I	GO:0016021
O67489	aq_1530	Aquifex aeolicus (strain VF5)	GO:0006810; GO:0043190
Q9X193	TM_1373	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	GO:0004629; GO:0008233; GO:0008270
W0DI21	THERU_07390	Thermocrinis ruber	
W0DH33	THERU_07600	Thermocrinis ruber	GO:0003735; GO:0005840; GO:0006412
Q9X015	mazG TM_0913	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	GO:0004427; GO:0005524; GO:0006203; GO:0035529; GO:0046047; GO:0046052; GO:0046061; GO:0046076; GO:0046081; GO:0046872; GO:0047429
E3GZA7	Mfer_0841	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	GO:0003824; GO:0051536
A0A1M6SHX8	SAMN05444391_1037	Thermocrinis minervae	
A0A1M6TDU5	hisB SAMN05444391_1409	Thermocrinis minervae	GO:0000105; GO:0004424; GO:0005737
Q9X2F8	TM_1842	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	
Q58609	pssA MJ1212	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	GO:0003882; GO:0005737; GO:0005886; GO:0016021; GO:0046474
W0DAU6	THERU_00325	Thermocrinis ruber	GO:0016021; GO:0035438
W0DAZ3	THERU_00700	Thermocrinis ruber	GO:0016491
O29869	AF_0378	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	
Q9X0D9	TM_1049	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	GO:0004177; GO:0046872
G4FDL2	Tmari_0607	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	GO:0008270; GO:0008800; GO:0017001
E3GYM4	Mfer_0607	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	
A0A075W9K2	AFULGI_00002180	Archaeoglobus fulgidus DSM 8774	GO:0005215; GO:0005886; GO:0016021
M1INM5	SacN8_02485	Sulfolobus acidocaldarius N8	
Q58308	flaG MJ0898	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	GO:0005198; GO:0016021; GO:0097589
W0DFV9	THERU_05065	Thermocrinis ruber	
O29346	glyS AF_0916	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0004820; GO:0005524; GO:0005737; GO:0006426; GO:0046983
Q57727	MJ0279	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	GO:0000287; GO:0005886; GO:0006650; GO:0008654; GO:0016021; GO:0047295
A0A1M6S9M8	SAMN05444391_0937	Thermocrinis minervae	GO:0016021
E3GZE5	rpl34e Mfer_0879	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	GO:0003735; GO:0005840; GO:0006412
O28401	cas1-1 AF_1878	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0003677; GO:0003723; GO:0004519; GO:0043571; GO:0046872; GO:0051607
Q9S5X9	TM_1653	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	GO:0004645; GO:0005829; GO:0006206; GO:0006213; GO:0009032; GO:0016154
O28227	AF_2052	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0003824; GO:0030976
E3GYP7	Mfer_0630	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	GO:0016021
M1IST9	SacN8_01575	Sulfolobus acidocaldarius N8	
O67247	aq_1187	Aquifex aeolicus (strain VF5)	
O29422	AF_0836	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0005886; GO:0016021
